id_docente;nombre_docente;dirección;numero_secciones
00055591;María González;Cl. 30 # 6-1 865124 Sibundoy, Putumayo;1
00055272;Leidy Roa;Calle 5 Este # 5C-64 Este Etapa 6 apartamento 79 135182 Margarita, Bolívar;2
00055541;Fernando Rodríguez Cabrera;Cr. 156 # 7K-52 Casa 18 683052 Jordán, Santander;2
00055148;Elena Gloria Ortiz Pineda;Carrera 122C # 59-1 736882 Flandes, Tolima;2
00055155;Edwin Juan Martínez Ortiz;Tr. 11 # 7-96 Torre 5 apartamento 12 418228 Altamira, Huila;2
00055158;Alberto Díaz Cáceres;Cr. 29 # 3-6 Sur 861508 Mocoa;2
00055487;Patricia Isabel Valencia Guerrero;Dg. 34 # 77-46 Este 059622 El Santuario, Antioquia;1
00055012;Andrés Pérez;Cr. 115 # 3-30 Este 254244 Tibacuy, Cundinamarca;1
00055697;María Gladys Rosero;Carrera 107 # 1-7 Este Local 36 250841 Anapoima, Cundinamarca;2
00055088;Marcela Ana García;Av. Archipiélago de San Andrés, Providencia y Santa Catalina # 76-72 Este 702960 Colosó, Sucre;2
00055218;Yenny Santos Martínez;Calle 70 # 3-14 086665 Barranquilla;3
00055495;Milena Sarmiento;Transversal 6 Sur # 30-11 Este 058837 Yolombó, Antioquia;4
00054883;Juan Molina Ramírez;Avenida Vaupés # 7-7 414777 Gigante, Huila;2
00055318;Javier Manuel Vanegas Franco;Carrera 9ª # 1-36 Este 158631 Susacón, Boyacá;3
00055658;Smith Enrique Acosta;Carrera 1 Sur # 7-57 199418 Florencia, Cauca;3
00055571;Kevin Arnulfo Suárez Benavides;Cl. 8V # 9-8 Este 190605 Jambaló, Cauca;2
00055383;Leidy Marlene Rodríguez;Transversal 4ª # 54-2 524104 El Charco, Nariño;2
00055599;Pilar Diana Vergara Pérez;Diagonal 8ª # 64J-3 088565 Repelón, Atlántico;3
00055071;Astrid Díaz Giraldo;Cl. 9ª # 87-10 Sur 730947 Chaparral, Tolima;3
00055168;Dario Miguel Patiño;Diagonal 2H # 6-14 Oficina 87 208480 Curumaní, Cesar;2
00055714;Inés Ospina Castellanos;Cl. 12 # 7-4 Este Bodega 49 056120 Abejorral, Antioquia;1
00055660;Alirio Arley Bedoya Molina;Carrera 63 # 4-1 Este 154746 Pachavita, Boyacá;4
00055546;Fabián David Contreras;Cr. 3E # 76H-18 Sur Apto. 2 503898 Restrepo, Meta;1
00055179;Elizabeth Torres;Diagonal 43 # 27-30 199445 Piendamó - Tunía, Cauca;2
00055112;Aura Geraldine Méndez;Avenida carrera 20 # 16-95 Este 199918 La Vega, Cauca;3
00055174;Roberto Jader Henao Arias;Cr. 8ª # 59-2 Este 059514 Venecia, Antioquia;3
00055508;Natalia Angélica Sánchez;Carrera 25S # 45C-61 Este 472201 Ciénaga, Magdalena;1
00055231;Estiven Jair Franco Gómez;Cr. 135F # 23-71 Este Apartamento 511 419187 Garzón, Huila;2
00055080;Jhonatan Álvarez;Cr. 9ª # 4-6 Este 155002 Buenavista, Boyacá;4
00055198;Paola Patricia Perdomo;Cr. 111 # 1-7 Este Etapa 7 apartamento 291 764238 Guacarí, Valle del Cauca;3
00055354;Jorge José Ávila Arias;Tr. 82 # 43-61 Este 053346 Caicedo, Antioquia;2
00054908;María Valencia;Carrera 159R # 9-1 Sur Apto. 61 669961 Quinchía, Risaralda;3
00054827;María Marcela Reyes Vega;Calle 169 # 87-4 Sur Apto. 47 182283 Solita, Caquetá;3
00055604;Mayra Córdoba;Calle 97 # 1-1 Este 139560 Montecristo, Bolívar;1
00055057;David González Herrera;Cr. 198W # 1-58 155430 Tutazá, Boyacá;4
00055166;Reinel Silva;Carrera 115 # 5-3 Sur 526473 Gualmatán, Nariño;3
00055799;Javier Daniel Burbano;Transversal 5ª # 74-6 Sur 155078 Nuevo Colón, Boyacá;4
00055302;Eugenia Castro Giraldo;Cr. 151 # 40-4 Sur Apartamento 80 196050 Padilla, Cauca;4
00055633;Ruth Sandra Monroy Rodríguez;Carrera 177K # 32-17 Este 682049 Guavatá, Santander;3
00055607;Edier Castillo Peña;Av. calle 90 # 7-74 Sur 139096 San Juan Nepomuceno, Bolívar;2
00055203;Junior Vergara Narváez;Cl. 43T # 8-83 Este Bodega 6 131010 Arenal, Bolívar;2
00055475;José Erick Solano;Carrera 2Y # 3-12 684801 Enciso, Santander;3
00055347;Kevin Alexander Marín Ortega;Cr. 5 Este # 5-55 Casa 60 153591 Saboyá, Boyacá;4
00055751;Sandra Rojas;Calle 153 # 60-70 Este Apto. 90 509395 Uribe, Meta;1
00055471;Daniela Consuelo Burbano Hernández;Diagonal 70 # 36-5 088816 Ponedera, Atlántico;4
00055585;Jorge Jader Ramírez;Cl. 6ª # 5-46 Sur Torre 5 apartamento 483 474721 Nueva Granada, Magdalena;1
00054850;Orlando Martín Ramírez Ruiz;Avenida calle 196 # 8T-86 Este Etapa 5 apartamento 84 508563 El Castillo, Meta;1
00055299;Patricia Yolanda Mosquera;Avenida Ruiz # 2-69 151925 Arcabuco, Boyacá;4
00055097;Ana Stella González;Carrera 18E Este # 9C-82 Este 863773 San Francisco, Putumayo;4
00055195;Rodrigo Ramírez;Dg. 8ª # 4-5 Sur Apto. 631 680182 Rionegro, Santander;4
00055133;Augusto Mosquera Leal;Cl. 92 # 2-2 Local 59 080173 Candelaria, Atlántico;4
00055046;Fernando Arroyo;Cl. 2B # 79-5 731931 Lérida, Tolima;1
00054838;Andrés Guillermo Velásquez Martínez;Cr. 5ª # 91R-3 Sur 683157 Mogotes, Santander;1
00054862;Marina Patiño;Cr. 66 # 9-2 Sur Local 5 768371 Andalucía, Valle del Cauca;4
00055613;Marcela Mariana Hernández;Cl. 7ª # 2B-4 172268 Viterbo, Caldas;3
00055121;Andrés Salazar Vega;Cr. 37 # 9T-9 156255 Tipacoque, Boyacá;1
00055437;Yeimy Rubio Pérez;Av. Guaviare # 88-48 Sur 056092 San Juan de Urabá, Antioquia;3
00055280;Estela Esther Acosta Domínguez;Cl. 1ª # 80-13 Este Local 9 683559 Barichara, Santander;1
00054835;Enrique Mora;Cl. 110J # 34-8 Sur 157724 Gámeza, Boyacá;2
00055486;David Cardozo;Diagonal 120A # 35-2 Sur Bodega 87 525009 Los Andes, Nariño;1
00055808;Adriana Velasco Rojas;Cl. 6ª # 7-6 547926 Bochalema, Norte de Santander;2
00055775;Lucy Hernández Álvarez;Calle 188A # 3-5 Este Apto. 58 055115 Campamento, Antioquia;4
00055054;María Gómez;Av. Castilla la Nueva # 72I-4 Este 688298 Vetas, Santander;4
00055560;Alberto Ramírez;Cr. 70 # 95-26 Apto. 478 418194 Nátaga, Huila;1
00055706;José Juan Reyes;Cl. 76 # 9-3 Este 522810 Francisco Pizarro, Nariño;4
00055192;Héctor López;Carrera 37B # 47-78 Bodega 937 947265 La Guadalupe, Guainía;4
00055496;Candelaria Astrid Hurtado Castrillón;Avenida carrera 66 # 3-7 Este Torre 3 apartamento 5 050294 Guatapé, Antioquia;3
00054833;Concepción Duque Pérez;Calle 66 # 8-88 Apartamento 125 253060 Silvania, Cundinamarca;3
00055598;Cristina Elena Orozco;Cr. 28 # 49U-30 Sur 196602 Florencia, Cauca;2
00055162;Edgar Ricardo Guevara;Cl. 39 # 49N-10 Sur 529282 Policarpa, Nariño;4
00055666;Ángel Peña Rodríguez;Av. calle 118 # 64-1 Este 051334 Itagüí, Antioquia;2
00055109;Paulina Angie Ochoa Velásquez;Av. calle 22 # 52-79 681909 Guavatá, Santander;3
00055306;Aníbal Julián Díaz Ballesteros;Cr. 35 # 92-37 Apto. 2 253122 Soacha, Cundinamarca;2
00055157;Smith Ospina;Cr. 32 # 60-2 Este Casa 50 250865 Sopó, Cundinamarca;1
00055111;Javier Vargas;Cl. 74 # 17-52 191046 Rosas, Cauca;3
00055131;Fabián Enrique Amaya Cárdenas;Calle 59 # 42-3 Etapa 6 apartamento 46 864823 Sibundoy, Putumayo;3
00055493;Eliecer Mario Cardona;Cl. 49 # 45V-8 152679 La Victoria, Boyacá;2
00055699;Alfonso Acevedo;Calle 6ª # 5-12 Este 082776 Galapa, Atlántico;1
00055309;Aura Peña;Calle 34K # 9-7 Este 418070 Palermo, Huila;1
00055036;Omar Jorge Castro;Cl. 9J # 46-2 476593 Guamal, Magdalena;4
00055537;Mery Cortés;Cr. 39 # 10-8 Sur Bodega 2 055793 Abejorral, Antioquia;2
00055450;Rafael Diego Ramírez;Calle 8ª # 96-53 Este Bodega 721 680879 Ocamonte, Santander;3
00055555;Carolina Beltrán Trujillo;Calle 5ª # 24-5 Sur 177340 Marmato, Caldas;2
00055510;Anderson Juan Quintero Molano;Av. calle 7ª # 61-9 Sur Local 1 762823 Cartago, Valle del Cauca;1
00055291;Tulio Romero López;Transversal 2S Este # 96-51 Sur Casa 2 416817 Paicol, Huila;2
00055357;Judith Esperanza Toro Gómez;Cr. 124 Bis Z # 1B-20 Apto. 213 669458 Marsella, Risaralda;1
00055290;Diego Melo;Diagonal 101 # 8-4 Sur 153698 Güicán de la Sierra, Boyacá;2
00055254;Elena Delgado;Calle 62 # 9V-7 Este Apto. 448 154223 Santana, Boyacá;3
00055154;Fabio Parada;Diagonal 9B Este # 72-8 Sur Oficina 5 195201 Timbiquí, Cauca;3
00055634;Carlos Herrera Bermúdez;Cl. 8ª # 2D-4 Sur 058967 Guadalupe, Antioquia;4
00054940;José López;Av. calle 1ª # 8-75 Oficina 27 192513 Timbiquí, Cauca;1
00055373;Constanza Martha Rojas;Avenida calle 151 # 1R-61 Este 520929 Belén, Nariño;1
00054881;Andrés Campo González;Cr. 167Y # 1D-92 Este 687113 Rionegro, Santander;2
00054894;Emilio Méndez Fonseca;Cl. 80 # 46-2 Etapa 5 apartamento 9 412778 Algeciras, Huila;1
00055173;Marcela Susana Osorio Jiménez;Carrera 32 # 3-11 Sur 527825 Ancuya, Nariño;1
00055544;Enrique Barrios Soto;Tr. 134L Bis L # 68B-34 Este 763259 Candelaria, Valle del Cauca;4
00055176;Blanca Murillo Rodríguez;Cr. 167B # 94-95 Oficina 737 154263 Otanche, Boyacá;3
00055298;Andrés Carlos Sánchez;Carrera 31 # 95T-53 Este 703307 Morroa, Sucre;3
00055429;Fernanda Restrepo;Cr. 56 # 7-2 Este 813764 Saravena, Arauca;3
00054964;Miryam Mesa Rosero;Carrera 92 # 40-68 257469 Bituima, Cundinamarca;3
00055262;Cindy Díaz Jaramillo;Diagonal 6ª # 29-17 190419 Toribío, Cauca;2
00055331;Lucila María García Vega;Cr. 58D # 1-57 152684 Coper, Boyacá;4
00054884;Elvis José Erazo Rodríguez;Avenida calle 152 # 2-5 Este 251394 Cáqueza, Cundinamarca;3
00054931;Rubiela Ramírez Sierra;Av. Caldas # 27G-21 Sur 764194 El Cairo, Valle del Cauca;2
00055426;Alirio Castañeda;Avenida calle 8ª # 4-41 Este Bodega 17 183441 San José del Fragua, Caquetá;1
00055368;Lilia Cortés;Cr. 5 Sur # 9-1 Apartamento 999 446795 Fonseca, La Guajira;2
00055623;Andrea Prada;Cl. 93 # 4-56 134727 San Juan Nepomuceno, Bolívar;3
00055051;Estefanía Martha Caro;Calle 97 # 70-2 Este 237387 Momil, Córdoba;2
00054962;Brayan Angulo Rodríguez;Calle 1ª # 6-2 Torre 1 apartamento 2 731884 Rioblanco, Tolima;3
00055754;Antonio Luis Palacios Medina;Cr. 58 # 8-22 Este Local 59 151808 Sativanorte, Boyacá;1
00055284;Yenny Pérez;Cl. 162 Bis # 10-3 Este Bodega 46 189016 Belén de los Andaquíes, Caquetá;4
00055100;Marcela Diana Navarro;Diagonal 32 # 7-53 Este 910484 Puerto Santander, Amazonas;3
00055241;Teresa Hernández Melo;Dg. 68 # 61H-43 Sur 176360 Salamina, Caldas;4
00054898;Gladys Martínez;Av. carrera 89 # 2-57 Sur Oficina 1 730224 Flandes, Tolima;1
00055763;María Andrea Ospina Valencia;Calle 15M # 66-38 Sur 685969 Bucaramanga;3
00055116;Kelly Jenny Vásquez;Calle 3ª # 8-52 058192 Uramita, Antioquia;2
00055575;Rodrigo Valencia;Cl. 70 # 52T-20 Sur 685995 Jesús María, Santander;1
00055139;Camila Rosa Salazar Figueroa;Transversal 47 # 1Q-42 Este Oficina 8 259501 Gachetá, Cundinamarca;4
00055640;Laura Quintero Guerrero;Av. carrera 48 # 14-5 Casa 76 412779 Hobo, Huila;4
00054961;Lucy Inés Gutiérrez;Cr. 45H Este # 6-34 Este 051612 Abejorral, Antioquia;3
00055689;Mauricio Carlos Rodríguez;Cr. 178 # 47-7 Sur 686574 Barichara, Santander;1
00055019;Gerardo Jairo Cruz Prada;Carrera 23T # 7Z-48 974943 Pacoa, Vaupés;1
00055616;Liliana María Rodríguez;Tr. 66 # 39-91 Sur 702600 San Benito Abad, Sucre;1
00055423;Martha Andrea Muñoz Acosta;Carrera 184N # 39-9 154845 Guayatá, Boyacá;3
00055378;Stella Castro;Av. calle 94 # 59-85 Oficina 83 156016 Pajarito, Boyacá;2
00055419;María Suárez;Avenida Ortiz # 11-9 Este Oficina 9 528088 San Bernardo, Nariño;2
00055105;Carlos Ocampo Torres;Av. Pérez # 90-13 054754 Gómez Plata, Antioquia;4
00055005;Rodrigo Juan Suárez;Calle 69B Sur # 69-5 Casa 60 521239 Funes, Nariño;1
00055296;Raúl Óscar Zapata;Cl. 46 # 2-5 Etapa 6 apartamento 523 767742 Roldanillo, Valle del Cauca;1
00055734;Armando Romero Estrada;Carrera 1I Este # 93-3 Sur 760900 La Victoria, Valle del Cauca;3
00055662;Luz Rodríguez Álvarez;Avenida calle 18 # 6T-7 Sur 059757 Ebéjico, Antioquia;3
00055552;Josefina Yulieth Murillo Nieto;Carrera 128 Bis P # 6-13 Sur 866417 Mocoa;2
00055578;María María Ballesteros;Dg. 3X Bis # 37-9 Sur 059221 Sopetrán, Antioquia;4
00055624;María Gaviria;Av. Alfonso # 8-69 Este Apto. 48 278641 Riosucio, Chocó;3
00054957;Luz María Rojas;Avenida Correa # 34-8 Este 685886 Cabrera, Santander;1
00054866;Liliana Ramírez;Cr. 62 # 5-91 Este 132772 San Juan Nepomuceno, Bolívar;3
00055016;Alejandro Silva;Avenida carrera 9ª # 44-6 Sur Apto. 370 508421 Castilla la Nueva, Meta;4
00054954;María Suárez Melo;Carrera 94 # 81-53 Este 156072 Quípama, Boyacá;3
00055359;Cindy Amparo Daza;Calle 10 # 57-79 Sur 706119 Colosó, Sucre;4
00054980;Leandro José Mora González;Calle 181R Sur # 73X-40 Sur 238434 San Pelayo, Córdoba;4
00055680;Luis Villamizar;Carrera 4ª # 5-67 203349 González, Cesar;3
00055093;Andrés Parra;Carrera 132T # 6-5 Bodega 72 687692 Tona, Santander;4
00055424;Andrés Moreno;Av. Andrea Antonia Cuéllar # 1Q-84 Sur 477567 Tenerife, Magdalena;2
00055686;José Cardona Gómez;Calle 147 Sur # 1-6 Este Apartamento 3 660826 Marsella, Risaralda;3
00055266;Pedro Luis Ariza Vásquez;Diagonal 24U # 45-96 Sur Apartamento 788 051222 El Santuario, Antioquia;4
00055376;Carmen Guzmán;Cr. 5Z # 78Y-9 Sur Bodega 403 201398 Chimichagua, Cesar;2
00055524;Liceth Ana Solano Vera;Cl. 10 # 36N-67 Este Apartamento 79 681163 Albania, Santander;3
00055511;José Pérez García;Calle 101A # 5-2 Este 155046 Pisba, Boyacá;2
00054944;Diego Enrique García;Calle 6ª # 1-73 Este Local 861 053162 Urrao, Antioquia;4
00055444;Jhonny Manrique González;Cr. 35 # 80-11 195366 Mercaderes, Cauca;4
00054869;Fanny Sierra;Av. calle 68 # 14-2 Torre 2 apartamento 925 411608 Tarqui, Huila;2
00055032;Ana Johana Burgos;Carrera 39 # 10-6 852592 San Luis de Palenque, Casanare;4
00055041;Óscar Cifuentes Vallejo;Carrera 150 # 73-13 Este 500644 San Martín, Meta;4
00054979;Álvaro Fabián González;Cr. 67 # 54-53 Bodega 505 411113 Altamira, Huila;2
00054918;Alejandra María Salcedo Torres;Carrera 141M Sur # 43-2 979834 Pacoa, Vaupés;4
00055337;Daniela Martha Salas;Carrera 24D Bis Y # 2-6 Torre 4 apartamento 17 133015 Margarita, Bolívar;2
00054932;Carmen Romero;Av. carrera 7ª # 9A-2 Este 526543 Consacá, Nariño;1
00055603;Viviana Leidy Calderón García;Calle 12 # 75-28 Sur 682066 Onzaga, Santander;4
00055452;Carolina Pérez;Av. Cesar # 7-24 Este Oficina 2 199729 Jambaló, Cauca;1
00055024;Yeison César Mena Mendoza;Avenida carrera 53 # 4E-5 Este 231252 La Apartada, Córdoba;2
00055210;Camila Liliana Arroyo Montoya;Avenida calle 4ª # 47-3 Este 151499 Sotaquirá, Boyacá;2
00054983;Juan Roa González;Calle 90N Bis # 83-12 Este 193691 Guachené, Cauca;4
00055533;Luis Hermes Torres Parra;Cl. 177D # 1-8 Sur Casa 13 504075 La Macarena, Meta;4
00055441;Víctor Alfonso García Londoño;Carrera 39 # 9-92 Este Local 757 547979 Bochalema, Norte de Santander;1
00055609;María Quintero Gómez;Tr. 25 # 44H-7 Este Casa 97 528334 Taminango, Nariño;1
00055402;Blanca Murillo;Tr. 103K Bis R # 3-3 Este Bodega 96 155468 Cucaita, Boyacá;1
00054900;Maribel Trujillo;Carrera 157I # 3-6 Sur 763160 Argelia, Valle del Cauca;2
00055380;Dora Camargo Navarro;Avenida calle 19 # 71-9 Este Bodega 50 273838 Tadó, Chocó;3
00055548;Juana Kelly Ramírez Parada;Cl. 153 # 2-47 Apto. 43 154527 Guacamayas, Boyacá;2
00055276;Guillermo Pérez;Cr. 66 # 1-8 179135 Chinchiná, Caldas;4
00055473;Luz Laura Romero;Carrera 59T # 40-1 Sur 202999 San Martín, Cesar;2
00055025;Armando Solano;Cr. 4 Bis P # 23-9 Sur 150204 Paya, Boyacá;3
00055703;Yaneth Valencia Rojas;Cl. 18 # 9-8 Sur 528081 El Rosario, Nariño;3
00055405;Fredy Molano;Cr. 8ª # 4-3 Este 528792 Ancuya, Nariño;4
00055569;Felipe José García Domínguez;Avenida Florida # 63-3 Sur Bodega 12 686136 Aratoca, Santander;3
00055346;Lisbeth Kelly Ortega;Diagonal 48 # 76-60 Este 156092 Ráquira, Boyacá;2
00055119;Jorge Bustos;Tr. 33 # 8-6 Sur Torre 5 apartamento 51 522844 La Cruz, Nariño;3
00055625;Felipe Sebastián Muñoz Mena;Calle 72 # 44U-9 Etapa 2 apartamento 69 765044 Pradera, Valle del Cauca;2
00055278;Carmen Alzate Ortiz;Calle 3ª # 8-40 Este 411589 Rivera, Huila;1
00055282;Fredy Guillermo Mercado;Avenida carrera 114 # 7-38 Apartamento 599 768098 Toro, Valle del Cauca;2
00055136;Ana Ana López Rubio;Tr. 5O Bis B # 9-6 Este Torre 1 apartamento 1 683725 Oiba, Santander;2
00055134;Elsa Patiño Martínez;Transversal 95 # 14-11 Sur 134660 Magangué, Bolívar;3
00054955;Mauricio Vera;Calle 45 # 5-59 Sur 546336 Bucarasica, Norte de Santander;4
00055464;Henry Restrepo;Calle 81 # 87-63 191674 Timbiquí, Cauca;3
00055821;Hugo Rubio;Cr. 152 # 64-64 Este Local 248 183264 El Paujíl, Caquetá;4
00055393;Jairo Jairo Arroyo;Cr. 8E # 1-96 Apartamento 63 523154 Linares, Nariño;1
00055193;Astrid Milena Cano;Cl. 8 Bis # 16-1 549082 Bochalema, Norte de Santander;2
00055183;Dayana Quintero Camargo;Av. Hato # 60-9 Sur Torre 1 apartamento 6 257278 Ubaque, Cundinamarca;2
00055477;Sofía Mercedes Castro;Cr. 103 Este # 9-72 Este Bodega 509 192086 Inzá, Cauca;4
00055187;Julieth Ruiz;Carrera 6ª # 11-7 139714 San Estanislao, Bolívar;4
00055535;Carlos Arrieta;Cr. 72 # 8-88 Este 869870 Santiago, Putumayo;2
00055101;Carlos Hernández;Cl. 53 # 2-1 Este Oficina 664 153239 Chivatá, Boyacá;3
00055800;Patricia María Yepes;Cr. 70 # 44-2 Sur Casa 4 474280 El Banco, Magdalena;3
00054875;Andrea Cantillo Rojas;Cl. 98 # 3T-37 Este 681224 San Andrés, Santander;3
00055114;Ocampo González;Tr. 185F # 3R-20 Apartamento 64 155642 Sativasur, Boyacá;3
00055691;María Eugenia Palacio Jiménez;Carrera 146 # 7-17 Este Apartamento 3 448021 La Jagua del Pilar, La Guajira;4
00054851;Diego Cano;Diagonal 56 # 7-2 Torre 6 apartamento 1 056514 Zaragoza, Antioquia;4
00055632;Leonardo Ávila Moreno;Cr. 28 # 7-1 Oficina 59 152682 San Luis de Gaceno, Boyacá;1
00055030;Juan Moreno;Carrera 90 # 16-6 Sur Apto. 17 683950 Barbosa, Santander;1
00055458;Iván Osorio Giraldo;Avenida calle 80 # 8-99 Este 156306 Berbeo, Boyacá;3
00055076;Victoria Rodríguez;Cl. 2ª # 97-3 Torre 7 apartamento 3 179382 Victoria, Caldas;4
00054991;Hernando Manuel Duque Gallego;Carrera 139 # 99-8 152211 Macanal, Boyacá;2
00055436;Andrés Barreto Garcés;Carrera 8ª # 46D-99 Sur 918293 El Encanto, Amazonas;2
00055678;Luz Eugenia Molina;Tr. 96 # 89B-4 Sur Etapa 3 apartamento 579 198895 Patía, Cauca;3
00055339;Eugenia Carmen Perdomo García;Av. calle 103 # 92-4 Este 259971 Fusagasugá, Cundinamarca;3
00055583;Manuel Cuéllar Arias;Cl. 75B # 79-65 Sur 767896 Versalles, Valle del Cauca;3
00055525;Patricia Patricia Pacheco;Avenida Córdoba # 5J-6 471801 El Retén, Magdalena;2
00055014;Patricia Diana Rangel González;Transversal 35 # 84-23 Local 6 913951 Mirití - Paraná, Amazonas;4
00055659;Omaira Leonor Bedoya Henao;Av. calle 115 # 83-88 739822 San Sebastián de Mariquita, Tolima;3
00055320;Fernanda Marcela Polo Caicedo;Cl. 12 # 62-81 Este 193150 Almaguer, Cauca;1
00055086;Inés Gladis Romero;Cr. 107W Sur # 9-4 Bodega 28 058001 Gómez Plata, Antioquia;2
00055123;Wilson Jorge Gamboa Castillo;Carrera 8ª # 5-32 051532 Montebello, Antioquia;2
00055456;Mónica Cecilia Rodríguez Restrepo;Av. calle 137 # 5-3 Este 132199 San Juan Nepomuceno, Bolívar;4
00055774;Alicia Morales;Av. Marcela Ardila Gómez # 8X-7 Sur 529545 Pupiales, Nariño;3
00055635;Javier Bustos Rojas;Carrera 68 # 73-8 Sur 279526 El Cantón del San Pablo, Chocó;4
00055096;Jorge Benavides Vargas;Diagonal 32 # 6-9 Sur 953317 San José del Guaviare;3
00055503;Daniel Zapata Daza;Av. calle 72 # 66-92 Sur Etapa 4 apartamento 2 175706 Marquetalia, Caldas;2
00055034;Francisco Rangel;Transversal 33S # 4-32 Sur Etapa 5 apartamento 34 862331 Puerto Leguízamo, Putumayo;2
00055638;Janeth Montoya;Carrera 5I # 2-6 Este Casa 90 151004 Soatá, Boyacá;3
00055581;Victoria Ruiz Pérez;Cl. 174 Este # 2C-8 Casa 1 158907 Güicán de la Sierra, Boyacá;4
00055747;Carlos Daniel Cruz García;Calle 64 # 5-58 Sur Apartamento 384 196554 Timbiquí, Cauca;2
00055248;María Yeny Martínez;Av. Parra # 56-95 Este Casa 5 251648 Cabrera, Cundinamarca;2
00054853;Sebastián Rincón Serna;Calle 1E # 1L-5 Apto. 783 138101 Achí, Bolívar;1
00055126;Lady Gamboa Ávila;Diagonal 11 # 81-4 Este 051365 Arboletes, Antioquia;2
00055194;Constanza Natalia Velásquez Sarmiento;Carrera 3M # 78-2 Torre 7 apartamento 236 155095 Ventaquemada, Boyacá;1
00055556;Esteban Bernardo Páez Fernández;Av. Une # 5-65 Sur 155502 Siachoque, Boyacá;2
00055620;Rolando Diego Ruiz;Calle 107N Bis X # 42-95 Este Apartamento 98 132889 Pinillos, Bolívar;4
00055559;José Andrés Gómez Gómez;Carrera 67 # 98-81 Sur 254518 Albán, Cundinamarca;1
00054976;Adriana López;Cl. 154 # 8-2 Este Apartamento 3 502008 El Calvario, Meta;2
00055449;Ramón Kevin Gómez Monsalve;Calle 20 # 9-5 Sur Oficina 3 885603 San Andrés;1
00055372;Armando Vallejo;Cr. 90 # 2-1 Este 254863 Fúquene, Cundinamarca;1
00054832;Jhon Leal;Cl. 18 Este # 3-63 Bodega 2 765529 Buenaventura, Valle del Cauca;1
00055756;Mariana Inés Durán Jiménez;Calle 2S # 8-3 Este Oficina 632 174024 Viterbo, Caldas;3
00055073;Gildardo Sierra Mosquera;Transversal 66 # 94-1 Este Apto. 5 253804 Girardot, Cundinamarca;1
00055567;Nelson Enrique García;Cl. 62 # 14-3 254541 Fúquene, Cundinamarca;2
00055000;Fabián Navarro Díaz;Tr. 64 # 92-5 Oficina 75 277881 Riosucio, Chocó;3
00054886;Elsy Beltrán;Carrera 147 # 58-18 Local 57 250928 Une, Cundinamarca;2
00055420;Antonio Fernando Rodríguez;Calle 76 # 87O-6 Sur 151554 Maripí, Boyacá;1
00054993;Carlos Hernando Ortega;Carrera 107V # 9-40 767724 Cali;3
00055360;Nelson Rodríguez;Carrera 24U # 9H-4 Este 257648 Manta, Cundinamarca;2
00054878;Silvia Nathalia Moreno Rodríguez;Avenida carrera 79 # 3-4 Sur 541789 El Tarra, Norte de Santander;1
00055753;Luis Amaya;Av. calle 8ª # 63D-78 Sur 868672 Mocoa;2
00054989;Alexis Romero;Diagonal 70 Este # 42-59 186526 Belén de los Andaquíes, Caquetá;3
00055764;Blanca Marina Rodríguez;Cr. 4ª # 25-44 Este Casa 91 811019 Saravena, Arauca;4
00055422;Luis Freddy Rodríguez Ortiz;Avenida carrera 39 # 8-7 Este Casa 55 258676 Anolaima, Cundinamarca;4
00055618;Segundo Díaz Polo;Carrera 185S # 50-1 Sur Apto. 11 055953 Uramita, Antioquia;2
00054917;Augusto Morales;Avenida Mistrató # 59-10 Este 152803 Firavitoba, Boyacá;2
00055685;Luz Luz Espitia Jaramillo;Transversal 141 # 2-9 Oficina 47 053881 La Ceja, Antioquia;3
00054902;Alejandro Muñoz Gutiérrez;Carrera 4ª # 21-6 058135 Rionegro, Antioquia;3
00055089;Yolima Vergara García;Calle 54 # 95-7 Este Oficina 5 200278 Becerril, Cesar;4
00055784;Luis James Polo González;Dg. 65 # 10-5 764985 El Águila, Valle del Cauca;2
00055767;José Mateo Méndez Lara;Calle 51 # 33-44 707915 Sucre, Sucre;4
00055421;Humberto Pardo Maldonado;Cr. 183 # 95-7 Torre 6 apartamento 935 192159 Rosas, Cauca;1
00055781;Alexis Armando Díaz Domínguez;Calle 4R # 25-5 687837 Macaravita, Santander;3
00055288;Mónica Gloria Ospina;Carrera 53 # 92-78 Este 687367 Gámbita, Santander;4
00055513;Jorge Medina;Avenida calle 97 # 7K-88 Este 991313 Cumaribo, Vichada;4
00055459;Javier William Mosquera;Calle 7C # 38-82 Sur Apto. 296 258471 Simijaca, Cundinamarca;4
00054865;Gilma Correa Posada;Calle 50 # 39-5 Este Apartamento 11 851667 Maní, Casanare;2
00055160;Silvia Sánchez Caicedo;Carrera 84 # 85P-2 Este 523409 El Tablón de Gómez, Nariño;4
00055509;Sandra María Velásquez;Cr. 5G Este # 1-56 Sur Casa 96 521329 El Rosario, Nariño;1
00055048;Felipe Alexander Rojas Sánchez;Diagonal 4ª # 6-4 Este 474861 Remolino, Magdalena;1
00055110;Albeiro Correa Muñoz;Tr. 46 # 6Y-4 Este 418708 Suaza, Huila;3
00055314;Vanessa Karen Rodríguez;Transversal 68 # 5-5 Este 252838 Tausa, Cundinamarca;4
00055317;Miguel Espitia Obando;Carrera 41 # 8-5 Sur Oficina 52 503510 Uribe, Meta;3
00055172;Omar Carlos Bautista Contreras;Transversal 155F # 63-69 Oficina 89 250190 Cáqueza, Cundinamarca;4
